ID_origen;L_ORIGEM;ID_DESTINO;L_DESTINO;DISTANCIA;TEMPO
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tamanduatei;Tamanduatei  Vila Independência  Sao Paulo - São Paulo  Brazil;11027;8583
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sacoma;Estação Sacomâ de Metrô - Rua Greenfeld  Sacomã  Sao Paulo - São Paulo  Brazil;9260;7258
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao alto-ipiranga;Alto Do Ipiranga  Vila Dom Pedro I  Sao Paulo - São Paulo  Brazil;8212;6466
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santos-imigrantes;Santos-imigrantes  Vila Firmiano Pinto  Sao Paulo - São Paulo  Brazil;7559;5820
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao chacara-klabin;Chácara Klabin  Jardim Vila Mariana  Sao Paulo - São Paulo  Brazil;6938;5406
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao brigadeiro;Estação Brigadeiro de Metro  São Paulo  Brazil;5601;4491
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao trianon-masp;Trianon-masp  São Paulo  Brazil;5864;4682
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao consolacao;Consolação  Consolacao  Sao Paulo - São Paulo  Brazil;7253;5646
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoclinicas;Estação das Clinicas  São Paulo  Brazil;6131;4861
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sumare;Metro Sumare  São Paulo  Brazil;6465;5113
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-madalena;Vila Madalena  São Paulo  Brazil;6372;4883
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoitaquera;Corinthians-itaquera  Cidade Antonio Estevão de Carvalho  Sao Paulo - São Paulo  Brazil;26606;19936
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoartur-alvim;Artur Alvim  Cidade Antonio Estevão de Carvalho  Sao Paulo - São Paulo  Brazil;26660;20275
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao patriarca;Patriarca  São Paulo  Brazil;8161;6307
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao guilhermina-esperanca;Estação Guilhermina - Esperança  São Paulo  Brazil;21294;16060
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-matilde;Estação Vila Matilde  São Paulo  Brazil;19746;15019
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao penha;Penha  Penha de Franca  Sao Paulo - São Paulo  Brazil;17525;13458
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao carrao;Carrão  Tatuapé  Sao Paulo - São Paulo  Brazil;14494;11110
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tatuape;Estação Tatuape  São Paulo  Brazil;14886;11340
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao belem;Metrô Belém - Avenida Alcântara Machado  Belenzinho  Sao Paulo - São Paulo  Brazil;13249;10045
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao bresser-mooca;Bresser-mooca  Brás  Sao Paulo - São Paulo  Brazil;11508;8782
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao bras;Bras  Brás  Sao Paulo - São Paulo  Brazil;10947;8369
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao pedro-II;Pedro II  São Paulo  Brazil;8875;6807
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao anhangabau;Anhangabaú  Consolacao  Sao Paulo - São Paulo  Brazil;8119;6286
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao republica;República  Sao Paulo - São Paulo  Brazil;8375;6477
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santa-cecilia;Santa Cecília  São Paulo  Brazil;8579;6577
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao marechal-deodoro;Marechal Deodoro  São Paulo  Brazil;6150;4832
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao barra-funda;Barra Funda  São Paulo  Brazil;9723;7369
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao paulista;Estação Paulista do Metro  São Paulo  Brazil;5883;4703
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao faria-lima;Faria Lima  Pinheiros  Sao Paulo - São Paulo  Brazil;4301;3288
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao pinheiros;Estação Pinheiros De Metrô - Rua Gilberto Sabino  Pinheiros  Sao Paulo - São Paulo  Brazil;5095;3863
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao butanta;Estação Butanta metro - Avenida Vital Brasil  Butantã  Sao Paulo - São Paulo  Brazil;5542;4248
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao capao-redondo;Capão Redondo  Cidade Auxiliadora  Sao Paulo - São Paulo  Brazil;14883;11489
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao campo-limpo;Campo Limpo  Cidade Auxiliadora  Sao Paulo - São Paulo  Brazil;13473;10393
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-belezas;Estação Vila das Belezas - Rua Inácio Preto de Morais  Vila Nova das Belezas  Sao Paulo - São Paulo  Brazil;10722;8256
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao giovanni-gronchi;Giovanni Gronchi  Jardim Mirante  Sao Paulo - São Paulo  Brazil;9415;7250
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santo-amaro;Santo Amaro  Jardim São Luís (Zona Oeste)  Sao Paulo - São Paulo  Brazil;10265;8004
GC1001;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao argo-treze;Largo Treze  Santo Amaro  Sao Paulo - São Paulo  Brazil;7782;5985
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao jabaquara;Term. Jabaquara  São Paulo  Brazil;7962;6269
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao conceicao;Conceição  Vila Guarani  Sao Paulo - São Paulo  Brazil;7826;6064
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sao-judas;São Judas  São Paulo  Brazil;6586;5213
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao saude;Saúde  Sao Paulo - São Paulo  Brazil;6187;4911
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao praca-arvore;Praça Da Árvore  São Paulo  Brazil;5941;4693
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santa-cruz;Santa Cruz  São Paulo  Brazil;5549;4364
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-mariana;Vila Mariana  São Paulo  Brazil;6336;4998
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao ana-rosa;Ana Rosa  São Paulo  Brazil;6384;4979
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao paraiso;Estação Paraíso  São Paulo  Brazil;6059;4783
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vergueiro;Vergueiro  São Paulo  Brazil;7598;5843
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sao-joaquim;São Joaquim  São Paulo  Brazil;6998;5479
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoliberdade;Estação Liberdade do Metro  São Paulo  Brazil;7792;5998
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao se;Praça da Sé  Centro  Sao Paulo - São Paulo  Brazil;8018;6213
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sao-bento;São Bento  São Paulo  Brazil;8658;6659
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao luz;Estação Luz do Metrô - Avenida Cásper Líbero  Luz  Sao Paulo - São Paulo  Brazil;9656;7395
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tiradentes;Tiradentes  Luz  Sao Paulo - São Paulo  Brazil;10428;7934
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao armenia;Armênia  Luz  Sao Paulo - São Paulo  Brazil;10802;8186
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao portuguesa-tiete;Portuguesa-tietê  Santana  Sao Paulo - São Paulo  Brazil;12276;9390
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao carandiru;Carandiru  Santana  Sao Paulo - São Paulo  Brazil;13066;10005
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santana;Estação Santana - Rua Doutor César  Santana  Sao Paulo - São Paulo  Brazil;13801;10549
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao jardim-sao-paulo;Jardim São Paulo-ayrton Senna  Jardim São Paulo  Sao Paulo - São Paulo  Brazil;15642;11954
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao parada-inglesa;Parada Inglesa  Sao Paulo - São Paulo  Brazil;16406;12555
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tucuruvi;Tucuruvi  Vila Gustavo  Sao Paulo - São Paulo  Brazil;17750;13711
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-prudente;Vila Prudente  Sao Paulo - São Paulo  Brazil;12740;9875
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tamanduatei;Tamanduatei  Vila Independência  Sao Paulo - São Paulo  Brazil;11027;8583
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sacoma;Estação Sacomâ de Metrô - Rua Greenfeld  Sacomã  Sao Paulo - São Paulo  Brazil;9260;7258
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao alto-ipiranga;Alto Do Ipiranga  Vila Dom Pedro I  Sao Paulo - São Paulo  Brazil;8212;6466
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santos-imigrantes;Santos-imigrantes  Vila Firmiano Pinto  Sao Paulo - São Paulo  Brazil;7559;5820
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao chacara-klabin;Chácara Klabin  Jardim Vila Mariana  Sao Paulo - São Paulo  Brazil;6938;5406
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao brigadeiro;Estação Brigadeiro de Metro  São Paulo  Brazil;5601;4491
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao trianon-masp;Trianon-masp  São Paulo  Brazil;5864;4682
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao consolacao;Consolação  Consolacao  Sao Paulo - São Paulo  Brazil;7253;5646
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoclinicas;Estação das Clinicas  São Paulo  Brazil;6131;4861
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sumare;Metro Sumare  São Paulo  Brazil;6465;5113
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-madalena;Vila Madalena  São Paulo  Brazil;6372;4883
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoitaquera;Corinthians-itaquera  Cidade Antonio Estevão de Carvalho  Sao Paulo - São Paulo  Brazil;26606;19936
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoartur-alvim;Artur Alvim  Cidade Antonio Estevão de Carvalho  Sao Paulo - São Paulo  Brazil;26660;20275
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao patriarca;Patriarca  São Paulo  Brazil;8161;6307
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao guilhermina-esperanca;Estação Guilhermina - Esperança  São Paulo  Brazil;21294;16060
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-matilde;Estação Vila Matilde  São Paulo  Brazil;19746;15019
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao penha;Penha  Penha de Franca  Sao Paulo - São Paulo  Brazil;17525;13458
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao carrao;Carrão  Tatuapé  Sao Paulo - São Paulo  Brazil;14494;11110
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tatuape;Estação Tatuape  São Paulo  Brazil;14886;11340
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao belem;Metrô Belém - Avenida Alcântara Machado  Belenzinho  Sao Paulo - São Paulo  Brazil;13249;10045
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao bresser-mooca;Bresser-mooca  Brás  Sao Paulo - São Paulo  Brazil;11508;8782
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao bras;Bras  Brás  Sao Paulo - São Paulo  Brazil;10947;8369
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao pedro-II;Pedro II  São Paulo  Brazil;8875;6807
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao anhangabau;Anhangabaú  Consolacao  Sao Paulo - São Paulo  Brazil;8119;6286
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao republica;República  Sao Paulo - São Paulo  Brazil;8375;6477
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santa-cecilia;Santa Cecília  São Paulo  Brazil;8579;6577
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao marechal-deodoro;Marechal Deodoro  São Paulo  Brazil;6150;4832
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao barra-funda;Barra Funda  São Paulo  Brazil;9723;7369
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao paulista;Estação Paulista do Metro  São Paulo  Brazil;5883;4703
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao faria-lima;Faria Lima  Pinheiros  Sao Paulo - São Paulo  Brazil;4301;3288
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao pinheiros;Estação Pinheiros De Metrô - Rua Gilberto Sabino  Pinheiros  Sao Paulo - São Paulo  Brazil;5095;3863
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao butanta;Estação Butanta metro - Avenida Vital Brasil  Butantã  Sao Paulo - São Paulo  Brazil;5542;4248
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao capao-redondo;Capão Redondo  Cidade Auxiliadora  Sao Paulo - São Paulo  Brazil;14883;11489
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao campo-limpo;Campo Limpo  Cidade Auxiliadora  Sao Paulo - São Paulo  Brazil;13473;10393
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-belezas;Estação Vila das Belezas - Rua Inácio Preto de Morais  Vila Nova das Belezas  Sao Paulo - São Paulo  Brazil;10722;8256
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao giovanni-gronchi;Giovanni Gronchi  Jardim Mirante  Sao Paulo - São Paulo  Brazil;9415;7250
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santo-amaro;Santo Amaro  Jardim São Luís (Zona Oeste)  Sao Paulo - São Paulo  Brazil;10265;8004
GC1110;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao argo-treze;Largo Treze  Santo Amaro  Sao Paulo - São Paulo  Brazil;7782;5985
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao jabaquara;Term. Jabaquara  São Paulo  Brazil;7962;6269
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao conceicao;Conceição  Vila Guarani  Sao Paulo - São Paulo  Brazil;7826;6064
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sao-judas;São Judas  São Paulo  Brazil;6586;5213
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao saude;Saúde  Sao Paulo - São Paulo  Brazil;6187;4911
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao praca-arvore;Praça Da Árvore  São Paulo  Brazil;5941;4693
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santa-cruz;Santa Cruz  São Paulo  Brazil;5549;4364
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-mariana;Vila Mariana  São Paulo  Brazil;6336;4998
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao ana-rosa;Ana Rosa  São Paulo  Brazil;6384;4979
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao paraiso;Estação Paraíso  São Paulo  Brazil;6059;4783
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vergueiro;Vergueiro  São Paulo  Brazil;7598;5843
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sao-joaquim;São Joaquim  São Paulo  Brazil;6998;5479
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoliberdade;Estação Liberdade do Metro  São Paulo  Brazil;7792;5998
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao se;Praça da Sé  Centro  Sao Paulo - São Paulo  Brazil;8018;6213
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sao-bento;São Bento  São Paulo  Brazil;8658;6659
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao luz;Estação Luz do Metrô - Avenida Cásper Líbero  Luz  Sao Paulo - São Paulo  Brazil;9656;7395
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tiradentes;Tiradentes  Luz  Sao Paulo - São Paulo  Brazil;10428;7934
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao armenia;Armênia  Luz  Sao Paulo - São Paulo  Brazil;10802;8186
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao portuguesa-tiete;Portuguesa-tietê  Santana  Sao Paulo - São Paulo  Brazil;12276;9390
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao carandiru;Carandiru  Santana  Sao Paulo - São Paulo  Brazil;13066;10005
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santana;Estação Santana - Rua Doutor César  Santana  Sao Paulo - São Paulo  Brazil;13801;10549
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao jardim-sao-paulo;Jardim São Paulo-ayrton Senna  Jardim São Paulo  Sao Paulo - São Paulo  Brazil;15642;11954
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao parada-inglesa;Parada Inglesa  Sao Paulo - São Paulo  Brazil;16406;12555
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tucuruvi;Tucuruvi  Vila Gustavo  Sao Paulo - São Paulo  Brazil;17750;13711
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-prudente;Vila Prudente  Sao Paulo - São Paulo  Brazil;12740;9875
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tamanduatei;Tamanduatei  Vila Independência  Sao Paulo - São Paulo  Brazil;11027;8583
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sacoma;Estação Sacomâ de Metrô - Rua Greenfeld  Sacomã  Sao Paulo - São Paulo  Brazil;9260;7258
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao alto-ipiranga;Alto Do Ipiranga  Vila Dom Pedro I  Sao Paulo - São Paulo  Brazil;8212;6466
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao santos-imigrantes;Santos-imigrantes  Vila Firmiano Pinto  Sao Paulo - São Paulo  Brazil;7559;5820
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao chacara-klabin;Chácara Klabin  Jardim Vila Mariana  Sao Paulo - São Paulo  Brazil;6938;5406
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao brigadeiro;Estação Brigadeiro de Metro  São Paulo  Brazil;5601;4491
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao trianon-masp;Trianon-masp  São Paulo  Brazil;5864;4682
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao consolacao;Consolação  Consolacao  Sao Paulo - São Paulo  Brazil;7253;5646
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoclinicas;Estação das Clinicas  São Paulo  Brazil;6131;4861
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao sumare;Metro Sumare  São Paulo  Brazil;6465;5113
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-madalena;Vila Madalena  São Paulo  Brazil;6372;4883
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoitaquera;Corinthians-itaquera  Cidade Antonio Estevão de Carvalho  Sao Paulo - São Paulo  Brazil;26606;19936
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçaoartur-alvim;Artur Alvim  Cidade Antonio Estevão de Carvalho  Sao Paulo - São Paulo  Brazil;26660;20275
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao patriarca;Patriarca  São Paulo  Brazil;8161;6307
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao guilhermina-esperanca;Estação Guilhermina - Esperança  São Paulo  Brazil;21294;16060
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao vila-matilde;Estação Vila Matilde  São Paulo  Brazil;19746;15019
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao penha;Penha  Penha de Franca  Sao Paulo - São Paulo  Brazil;17525;13458
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao carrao;Carrão  Tatuapé  Sao Paulo - São Paulo  Brazil;14494;11110
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao tatuape;Estação Tatuape  São Paulo  Brazil;14886;11340
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao belem;Metrô Belém - Avenida Alcântara Machado  Belenzinho  Sao Paulo - São Paulo  Brazil;13249;10045
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao bresser-mooca;Bresser-mooca  Brás  Sao Paulo - São Paulo  Brazil;11508;8782
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao bras;Bras  Brás  Sao Paulo - São Paulo  Brazil;10947;8369
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao pedro-II;Pedro II  São Paulo  Brazil;8875;6807
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao anhangabau;Anhangabaú  Consolacao  Sao Paulo - São Paulo  Brazil;8119;6286
GC1210;R. Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP, 04547-004;estaçao republica;República  Sao Paulo - São Paulo  Brazil;8375;6477
